GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Entando Component Manager,org.entando.kubernetes.service.digitalexchange.signature,SignatureUtil,36,193,0,4,12,51,0,12,0,10
Entando Component Manager,org.entando.kubernetes.exception.job,JobConflictException,19,6,0,0,8,3,4,2,4,2
Entando Component Manager,org.entando.kubernetes.exception.job,JobExecutionException,4,5,0,0,2,2,1,1,1,1
Entando Component Manager,org.entando.kubernetes.exception.job,JobCorruptedException,25,0,0,0,11,0,6,0,6,0
Entando Component Manager,org.entando.kubernetes.exception.job,JobNotFoundException,5,0,0,0,2,0,2,0,2,0
Entando Component Manager,org.entando.kubernetes.exception.job,JobPackageException,57,0,0,0,14,0,5,0,5,0
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCorePage,0,65,0,2,0,13,0,3,0,2
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCoreSketchDescriptor,0,23,0,0,0,6,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCoreFolder,0,9,0,0,0,4,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCoreContentModel,0,19,0,0,0,6,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCoreFrameDescriptor,0,25,0,0,0,7,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCoreFragment,0,11,0,0,0,4,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCorePageModelConfiguration,0,13,0,0,0,5,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCorePageModel,0,26,0,0,0,7,0,1,0,1
Entando Component Manager,org.entando.kubernetes.model.entandocore,EntandoCoreWidget,0,47,0,2,0,11,0,2,0,1
Entando Component Manager,org.entando.kubernetes.controller.digitalexchange.component,DigitalExchangeComponentsController,0,24,0,0,0,6,0,1,0,1
Entando Component Manager,org.entando.kubernetes.exception,UnsetEnvVarsException,11,0,0,0,5,0,3,0,3,0
Entando Component Manager,org.entando.kubernetes.exception,EntandoGeneralSignatureException,23,0,0,0,10,0,5,0,5,0
Entando Component Manager,org.entando.kubernetes.exception,EntandoComponentManagerException,11,12,0,0,4,6,2,3,2,3
Entando Component Manager,org.entando.kubernetes.exception,EntandoGeneralException,23,0,0,0,10,0,5,0,5,0
